ma1,ma2,ma3,ma4,ma5,ma6,ma7,ma8
19.8125,10.96875,18.84375,21.25,29.375,20.71875,15.0625,13.96875
19.5,10.59375,18.25,21.84375,28.3125,21.71875,14.90625,14.875
19.9375,11.125,17.90625,21.84375,28.4375,20.75,16.46875,13.53125
19.5625,10.90625,17.9375,22.46875,28.28125,21.78125,15.59375,13.46875
19.4375,10.34375,18.65625,22.21875,29.125,20.40625,15.75,14.0625
19.46875,10.625,18.65625,22.15625,27.96875,21.09375,15.28125,14.75
20.125,10.4375,19.28125,21.78125,28.25,20.125,15.28125,14.71875
19.3125,11.3125,18.84375,22.40625,27.9375,20.34375,15.71875,14.125
19.46875,10.875,19.125,22.65625,27.3125,20.34375,16.0625,14.15625
19.71875,10.84375,17.84375,22.625,28.5,21.59375,15.09375,13.78125
19.78125,10.4375,18.09375,22.90625,27.5,19.875,17.3125,14.09375
19.5,10.53125,18.03125,22.6875,28.3125,20.5,15.75,14.6875
19.65625,10.3125,18.28125,21.59375,27.9375,21.625,16.125,14.46875
18.96875,10.90625,19.21875,22.3125,28.09375,20.8125,15.5,14.1875
19.4375,10.6875,18.0625,21.84375,28.59375,22.25,14.75,14.375
19.65625,11.53125,17.6875,21.84375,27.1875,22.0625,15.875,14.15625
18.625,11.0,18.96875,20.96875,28.4375,21.40625,16.875,13.71875
19.6875,10.4375,18.625,23.125,27.375,20.65625,16.03125,14.0625
19.1875,10.4375,19.03125,22.65625,27.59375,20.875,16.5,13.71875
19.625,10.90625,18.0625,21.96875,28.65625,20.34375,15.84375,14.59375
19.1875,10.59375,19.5625,21.28125,27.59375,20.78125,16.40625,14.59375
19.75,10.84375,18.15625,22.5,28.375,21.6875,14.9375,13.75
19.75,10.875,18.65625,21.8125,28.09375,22.25,15.5625,13.0
19.84375,10.15625,18.75,21.8125,28.84375,21.03125,16.03125,13.53125
19.5625,10.96875,17.6875,23.09375,27.25,21.40625,15.78125,14.25
19.46875,10.03125,18.875,22.0625,28.78125,21.21875,15.03125,14.53125
19.96875,10.625,19.28125,20.28125,27.96875,21.5,16.0625,14.3125
18.9375,10.625,18.625,22.5625,28.1875,21.75,15.125,14.1875
19.375,11.09375,19.4375,21.6875,28.9375,20.0625,15.78125,13.625
19.25,10.5625,18.78125,22.34375,28.96875,20.46875,16.25,13.375
18.96875,11.15625,18.6875,21.96875,27.25,21.1875,15.9375,14.84375
19.75,11.0625,18.5,21.59375,28.625,20.375,15.9375,14.15625
19.0625,10.84375,18.8125,22.09375,27.96875,20.28125,16.0625,14.875
19.34375,11.4375,19.125,20.5625,28.21875,22.1875,15.65625,13.46875
19.46875,10.78125,17.65625,22.09375,28.46875,21.75,15.96875,13.8125
20.375,10.8125,19.09375,21.59375,28.25,20.53125,15.3125,14.03125
19.9375,10.71875,19.5,21.9375,27.9375,20.40625,16.1875,13.375
19.875,10.53125,17.28125,22.0,28.78125,21.65625,15.78125,14.09375
19.78125,10.71875,19.1875,21.375,27.65625,20.96875,16.3125,14.0
19.78125,11.53125,18.375,20.625,28.71875,21.5,15.40625,14.0625
19.84375,11.03125,18.84375,21.15625,28.96875,21.78125,14.6875,13.6875
19.65625,10.90625,18.4375,21.875,27.6875,23.0,14.625,13.8125
19.6875,10.84375,19.09375,21.875,27.3125,21.75,15.0625,14.375
19.0625,10.78125,19.5,21.71875,26.84375,20.875,16.71875,14.5
19.65625,10.9375,18.90625,22.25,28.03125,20.21875,15.90625,14.09375
19.625,10.9375,18.40625,21.78125,27.78125,21.28125,17.3125,12.875
19.53125,10.40625,19.0625,21.96875,28.53125,21.0,16.03125,13.46875
19.15625,10.53125,17.40625,21.4375,28.40625,21.4375,16.59375,15.03125
20.15625,10.3125,19.09375,21.59375,28.71875,19.625,15.75,14.75
19.75,11.59375,18.96875,21.25,27.90625,22.125,15.0625,13.34375
19.21875,10.6875,18.25,21.75,28.59375,21.9375,15.875,13.6875
19.03125,10.625,18.78125,22.5,28.90625,21.25,15.28125,13.625
19.53125,10.96875,18.65625,21.6875,27.21875,22.0,15.40625,14.53125
19.4375,10.6875,20.3125,20.84375,27.28125,20.6875,16.53125,14.21875
20.25,11.03125,18.0,22.15625,28.25,20.0625,16.3125,13.9375
19.8125,10.5,19.1875,22.0625,27.84375,21.125,16.125,13.34375
19.28125,10.9375,17.90625,21.875,28.59375,22.1875,15.53125,13.6875
19.5625,10.8125,18.90625,21.8125,28.03125,19.71875,16.15625,15.0
19.5,10.53125,19.4375,21.34375,28.0625,20.78125,17.21875,13.125
19.46875,11.1875,18.90625,21.59375,27.03125,21.59375,16.34375,13.875
20.15625,10.40625,19.125,21.5,28.21875,19.9375,16.25,14.40625
19.9375,10.375,18.4375,21.375,27.8125,21.71875,15.84375,14.5
20.0,10.84375,19.15625,22.03125,26.90625,20.40625,16.59375,14.0625
19.21875,10.875,18.78125,21.9375,27.96875,21.125,15.0,15.09375
20.0625,10.46875,19.90625,21.0,27.0625,20.53125,14.9375,16.03125
19.46875,11.0,18.3125,21.375,28.34375,20.53125,16.3125,14.65625
20.09375,10.65625,17.9375,22.84375,27.875,20.6875,15.4375,14.46875
19.3125,10.6875,18.375,22.625,28.78125,21.0625,14.9375,14.21875
19.125,11.09375,18.65625,22.96875,26.28125,21.78125,15.28125,14.8125
19.125,9.71875,19.8125,22.6875,27.375,21.84375,15.40625,14.03125
19.53125,10.3125,18.65625,22.21875,28.4375,20.53125,17.40625,12.90625
19.90625,11.53125,18.125,22.375,28.5625,20.25,16.25,13.0
19.875,11.09375,19.125,21.90625,28.375,21.34375,15.75,12.53125
18.96875,10.875,18.90625,22.75,27.78125,20.53125,16.0,14.1875
19.8125,10.34375,19.21875,22.125,27.28125,20.21875,16.6875,14.3125
19.71875,10.8125,19.15625,22.09375,27.90625,20.09375,16.0625,14.15625
18.96875,11.15625,20.0625,21.96875,27.5625,21.25,14.6875,14.34375
19.21875,10.5625,19.8125,21.0,28.40625,21.0625,15.65625,14.28125
19.40625,10.28125,20.09375,21.84375,27.65625,20.84375,15.1875,14.6875
19.71875,10.9375,18.6875,22.5,27.28125,20.65625,16.8125,13.40625
19.09375,10.46875,20.03125,22.5,27.75,20.40625,15.75,14.0
19.0,10.53125,18.84375,21.5,27.9375,21.90625,15.75,14.53125
19.96875,10.3125,18.28125,21.6875,28.0625,20.78125,16.65625,14.25
19.71875,10.5625,19.0,21.65625,27.75,20.90625,16.125,14.28125
20.625,10.1875,18.0625,21.40625,28.78125,22.40625,14.8125,13.71875
19.1875,10.46875,18.875,22.1875,27.96875,20.40625,16.40625,14.5
19.5625,10.25,18.46875,21.96875,28.0625,20.5,16.0625,15.125
19.59375,10.625,18.90625,22.34375,28.59375,20.46875,15.5,13.96875
19.84375,10.25,19.90625,21.0625,27.8125,21.28125,16.25,13.59375
19.5625,10.9375,19.21875,22.28125,28.59375,19.84375,15.65625,13.90625
19.15625,10.9375,18.09375,22.6875,27.625,20.71875,15.8125,14.96875
19.21875,10.8125,19.6875,20.96875,28.15625,22.34375,14.3125,14.5
19.15625,10.96875,20.15625,21.8125,27.5625,20.34375,16.0625,13.9375
18.59375,10.625,20.5625,21.84375,27.4375,20.78125,15.71875,14.4375
18.9375,10.375,18.625,21.4375,28.84375,19.59375,17.53125,14.65625
19.03125,10.34375,18.34375,22.3125,27.84375,21.375,16.65625,14.09375
19.0625,11.28125,18.71875,21.25,28.0625,21.9375,14.65625,15.03125
19.21875,10.75,19.25,21.75,28.375,21.3125,14.90625,14.4375
19.3125,10.65625,18.6875,22.3125,28.6875,21.3125,15.21875,13.8125
19.6875,10.65625,18.8125,21.21875,27.8125,21.4375,16.46875,13.90625
20.125,10.3125,18.40625,21.5,28.5,20.875,16.28125,14.0
19.46875,10.5,17.6875,22.53125,27.5625,21.40625,16.40625,14.4375
19.53125,10.78125,17.65625,21.78125,27.96875,21.21875,16.46875,14.59375
19.75,10.40625,18.59375,21.90625,27.3125,21.46875,16.625,13.9375
19.0,10.6875,18.34375,21.6875,28.78125,21.5625,16.40625,13.53125
19.03125,10.625,19.3125,21.25,28.1875,20.9375,15.96875,14.6875
19.03125,10.46875,18.90625,22.125,27.5,21.40625,16.28125,14.28125
19.5,10.4375,18.9375,21.8125,28.3125,21.21875,15.9375,13.84375
19.03125,10.84375,19.40625,21.9375,28.28125,20.46875,14.96875,15.0625
19.71875,11.125,18.1875,21.78125,28.15625,21.375,16.125,13.53125
18.71875,10.4375,18.46875,22.1875,29.53125,21.625,15.21875,13.8125
19.03125,10.46875,18.8125,21.5,29.3125,21.0,14.65625,15.21875
19.6875,10.28125,20.53125,20.65625,28.5,21.1875,15.75,13.40625
19.28125,10.34375,19.40625,21.46875,28.875,21.0625,15.0,14.5625
19.34375,9.59375,18.96875,21.9375,28.90625,20.59375,16.34375,14.3125
19.59375,10.34375,19.75,21.03125,27.625,21.1875,15.5625,14.90625
19.6875,9.6875,18.65625,22.78125,27.53125,21.71875,15.59375,14.34375
19.125,11.40625,18.21875,22.09375,27.71875,21.8125,14.96875,14.65625
19.625,11.125,18.875,22.09375,26.9375,20.625,15.28125,15.4375
19.34375,10.59375,19.0,21.4375,28.34375,21.46875,15.40625,14.40625
19.09375,9.96875,19.03125,21.625,28.96875,19.9375,16.8125,14.5625
19.15625,10.96875,18.4375,22.28125,27.875,21.5625,15.40625,14.3125
19.46875,11.53125,17.9375,21.09375,27.28125,21.28125,16.03125,15.375
19.03125,10.46875,18.5,21.46875,28.53125,21.8125,15.5625,14.625
20.28125,10.125,19.53125,22.1875,27.5,19.90625,15.25,15.21875
19.59375,10.84375,18.46875,21.9375,27.40625,21.71875,16.15625,13.875
18.59375,10.71875,18.71875,22.40625,28.03125,21.84375,15.5,14.1875
19.625,10.59375,18.53125,21.71875,28.65625,21.25,15.34375,14.28125
19.625,10.4375,18.5,22.125,28.25,20.1875,16.46875,14.40625
18.8125,10.625,18.96875,22.5625,27.9375,20.09375,16.28125,14.71875
19.53125,10.8125,18.65625,22.3125,28.0625,21.46875,15.75,13.40625
19.875,10.34375,18.6875,21.25,28.4375,20.5625,15.96875,14.875
19.5625,10.84375,18.46875,21.375,29.25,21.53125,14.34375,14.625
19.53125,10.96875,18.96875,21.0,28.28125,21.0625,15.90625,14.28125
19.90625,11.1875,18.125,21.65625,28.28125,21.25,15.03125,14.5625
19.125,11.6875,18.625,21.125,28.1875,21.59375,15.09375,14.5625
19.96875,10.65625,18.9375,21.34375,27.75,21.09375,15.09375,15.15625
20.25,10.375,19.1875,21.875,27.625,20.8125,16.65625,13.21875
19.90625,10.65625,18.625,20.46875,29.34375,21.0,15.75,14.25
19.8125,10.3125,17.75,22.21875,27.96875,21.96875,15.375,14.59375
19.90625,10.5,18.59375,21.28125,28.28125,21.21875,15.625,14.59375
18.9375,10.4375,18.25,22.1875,28.40625,20.75,16.0,15.03125
19.4375,10.5,18.03125,22.28125,28.34375,20.46875,16.40625,14.53125
18.875,10.3125,18.1875,23.0,28.5,20.46875,16.46875,14.1875
18.8125,10.21875,19.4375,21.875,27.96875,21.21875,16.21875,14.25
19.65625,10.3125,19.9375,21.71875,27.6875,19.4375,16.90625,14.34375
19.09375,9.34375,18.84375,22.5625,27.65625,22.0625,15.84375,14.59375
19.40625,10.34375,19.5,20.90625,27.6875,21.03125,15.59375,15.53125
19.375,10.5,17.75,22.3125,29.78125,21.71875,14.46875,14.09375
19.71875,10.65625,17.71875,21.9375,29.8125,21.0,15.1875,13.96875
19.40625,10.34375,19.53125,21.5625,27.96875,20.84375,14.9375,15.40625
19.125,10.84375,19.34375,22.8125,27.59375,19.28125,16.53125,14.46875
19.40625,10.75,18.125,22.34375,27.25,20.65625,16.46875,15.0
19.5,10.84375,18.875,20.84375,28.71875,21.25,15.1875,14.78125
19.40625,10.21875,18.78125,22.3125,28.0625,21.8125,15.84375,13.5625
20.125,11.25,17.875,22.28125,27.34375,19.96875,16.03125,15.125
19.40625,10.40625,18.1875,21.8125,28.84375,21.5625,16.1875,13.59375
18.6875,11.0,18.875,22.09375,28.25,20.84375,16.46875,13.78125
19.40625,10.71875,19.0,21.78125,27.75,21.34375,15.71875,14.28125
19.3125,11.5,18.15625,22.46875,28.0,20.84375,16.0,13.71875
19.09375,11.21875,18.9375,21.0,28.59375,21.375,15.1875,14.59375
19.59375,10.15625,19.375,22.28125,27.9375,21.09375,16.125,13.4375
19.90625,10.15625,18.6875,21.875,28.28125,20.875,15.5625,14.65625
19.3125,10.375,18.625,21.53125,29.1875,21.25,16.3125,13.40625
19.28125,11.09375,18.71875,21.84375,28.25,21.53125,15.0625,14.21875
19.75,11.3125,18.53125,21.78125,27.375,21.78125,15.6875,13.78125
19.15625,11.03125,19.21875,20.34375,27.75,21.53125,16.25,14.71875
19.40625,10.6875,18.0,22.96875,27.4375,21.09375,16.09375,14.3125
19.9375,10.71875,18.09375,21.96875,27.1875,20.9375,15.875,15.28125
19.15625,10.0625,19.21875,22.625,29.09375,20.25,15.8125,13.78125
19.625,10.78125,18.25,22.6875,27.9375,21.4375,15.75,13.53125
19.0625,10.53125,18.5625,22.1875,28.875,20.625,16.0,14.15625
19.65625,10.03125,18.25,21.875,27.9375,21.46875,16.15625,14.625
20.15625,10.09375,17.28125,22.5,29.59375,20.78125,15.90625,13.6875
19.3125,10.125,19.6875,21.78125,27.5625,22.0,15.75,13.78125
19.5625,11.15625,18.625,22.3125,27.875,20.8125,15.53125,14.125
19.03125,11.09375,18.0625,21.59375,27.53125,20.90625,16.1875,15.59375
19.0625,11.09375,18.75,21.5625,28.53125,21.125,16.0,13.875
19.625,11.21875,19.125,21.34375,27.5625,21.09375,15.71875,14.3125
19.4375,11.375,18.875,20.9375,28.21875,21.46875,15.9375,13.75
19.96875,10.59375,18.125,22.03125,27.4375,20.59375,16.125,15.125
19.09375,11.15625,19.125,22.3125,27.65625,21.1875,15.875,13.59375
19.65625,9.96875,19.03125,23.09375,27.3125,21.9375,15.3125,13.6875
18.59375,10.40625,20.125,22.28125,28.65625,19.84375,15.625,14.46875
19.25,10.1875,19.71875,21.96875,27.25,21.65625,15.9375,14.03125
20.1875,9.71875,19.125,21.125,28.75,21.28125,15.46875,14.34375
19.8125,11.03125,17.65625,21.75,28.5,20.78125,16.09375,14.375
19.15625,10.8125,19.125,22.28125,27.625,21.1875,15.78125,14.03125
19.5625,10.28125,18.15625,22.96875,26.875,21.84375,15.84375,14.46875
19.65625,9.90625,17.9375,22.71875,27.5625,21.59375,14.875,15.75
19.59375,10.46875,18.78125,22.03125,28.3125,20.84375,15.53125,14.4375
18.71875,11.8125,18.5625,21.375,28.6875,19.75,17.21875,13.875
19.375,11.40625,18.5625,22.1875,26.40625,20.78125,16.53125,14.75
19.65625,10.625,19.09375,21.875,27.5625,21.15625,15.84375,14.1875
19.21875,10.25,19.09375,21.8125,28.3125,21.46875,16.0,13.84375
19.40625,10.78125,18.6875,22.0625,28.40625,21.125,15.0,14.53125
19.5,10.28125,18.90625,22.3125,28.15625,21.90625,15.15625,13.78125
19.75,10.875,18.15625,21.8125,28.71875,20.34375,16.34375,14.0
19.9375,11.375,18.625,20.96875,29.15625,20.8125,15.46875,13.65625
19.21875,11.03125,18.375,21.25,29.0,20.65625,16.1875,14.28125
19.78125,10.5625,18.46875,22.40625,27.78125,20.78125,16.59375,13.625
19.75,10.5,17.78125,22.46875,29.5,20.75,16.21875,13.03125
20.03125,10.03125,18.8125,21.28125,28.28125,22.34375,15.3125,13.90625
19.71875,11.15625,17.59375,22.375,28.75,20.9375,15.40625,14.0625
19.96875,10.5,17.625,22.8125,28.25,21.59375,15.9375,13.3125
20.21875,10.71875,18.15625,22.40625,27.78125,21.78125,15.03125,13.90625
19.59375,10.84375,18.1875,21.9375,27.6875,20.90625,16.625,14.21875
19.53125,10.5625,18.78125,21.90625,28.0,20.40625,15.71875,15.09375
19.8125,11.3125,19.0,21.5,27.5625,21.6875,15.875,13.25
18.6875,10.84375,18.71875,22.125,28.75,20.15625,15.78125,14.9375
18.71875,10.96875,18.875,22.53125,27.84375,20.25,15.65625,15.15625
18.53125,11.15625,18.71875,22.09375,27.03125,21.125,16.96875,14.375
19.25,11.53125,18.34375,21.875,28.3125,20.84375,15.8125,14.03125
18.875,11.15625,18.21875,21.40625,27.90625,21.5,16.5625,14.375
19.5625,9.8125,20.1875,22.1875,27.9375,20.375,15.8125,14.125
19.0,10.28125,19.21875,22.0625,27.75,21.75,15.4375,14.5
18.0625,11.34375,19.75,22.125,27.5,21.5,15.125,14.59375
20.59375,11.1875,19.375,21.75,28.28125,21.125,15.0625,12.625
20.09375,10.46875,18.15625,21.5,28.65625,20.53125,16.28125,14.3125
20.0625,10.96875,18.71875,21.6875,27.59375,21.0625,16.125,13.78125
19.15625,10.9375,18.90625,21.21875,28.5,20.71875,16.53125,14.03125
19.9375,10.9375,18.5,20.59375,28.75,21.46875,15.71875,14.09375
19.71875,11.40625,18.375,21.3125,27.40625,22.84375,15.0625,13.875
19.28125,9.78125,19.53125,21.59375,27.78125,21.75,14.875,15.40625
18.8125,10.53125,19.90625,21.21875,28.0,21.59375,15.75,14.1875
19.40625,10.78125,18.1875,21.71875,28.4375,21.4375,15.75,14.28125
19.125,11.09375,19.78125,21.4375,28.25,20.25,16.0,14.0625
19.34375,10.9375,19.34375,21.78125,26.96875,20.75,16.28125,14.59375
19.15625,10.875,18.625,20.9375,27.90625,21.1875,17.09375,14.21875
20.0625,10.75,18.53125,21.625,28.40625,21.875,15.3125,13.4375
19.1875,11.0,18.65625,21.96875,29.125,20.46875,16.09375,13.5
18.59375,10.53125,17.5625,22.90625,28.71875,20.75,15.71875,15.21875
20.03125,10.59375,17.75,22.125,28.34375,21.65625,14.3125,15.1875
20.125,11.25,18.84375,20.84375,27.59375,22.25,15.84375,13.25
19.625,10.125,18.875,21.84375,28.0,20.96875,16.6875,13.875
19.59375,10.9375,18.90625,21.8125,28.40625,20.46875,15.875,14.0
20.21875,10.21875,19.0625,22.0625,27.875,21.21875,15.5625,13.78125
20.6875,9.78125,17.90625,21.96875,28.375,21.0,15.875,14.40625
18.71875,11.59375,17.9375,22.34375,27.9375,20.6875,16.5625,14.21875
19.34375,11.6875,18.875,22.34375,26.8125,20.90625,15.71875,14.3125
19.71875,11.3125,18.625,20.90625,27.96875,20.4375,17.09375,13.9375
20.375,10.21875,19.125,21.65625,27.4375,21.15625,16.5625,13.46875
19.71875,11.125,18.65625,20.53125,27.15625,21.15625,16.4375,15.21875
19.65625,11.5625,18.46875,21.59375,27.6875,21.09375,16.28125,13.65625
19.28125,9.84375,18.65625,23.375,27.78125,20.3125,16.75,14.0
19.28125,10.4375,19.8125,22.5,26.84375,20.84375,15.65625,14.625
19.21875,10.84375,19.09375,21.03125,28.46875,21.5,16.125,13.71875
18.6875,10.40625,19.5,22.3125,27.15625,21.625,15.90625,14.40625
19.3125,10.65625,18.40625,22.0,28.5625,20.03125,15.90625,15.125
19.9375,10.5,18.75,21.6875,29.03125,21.28125,14.625,14.1875
20.6875,11.0625,18.46875,21.15625,27.5625,20.78125,16.21875,14.0625
19.34375,9.46875,18.71875,23.4375,28.28125,20.84375,15.9375,13.96875
19.21875,10.875,17.34375,22.84375,27.625,21.6875,15.21875,15.1875
19.0625,10.21875,19.40625,22.03125,26.90625,21.65625,15.71875,15.0
19.125,10.1875,18.75,22.375,28.75,20.5,16.03125,14.28125
19.625,9.90625,18.625,22.25,28.625,21.25,14.84375,14.875
19.21875,10.78125,19.0,22.28125,28.15625,21.6875,15.9375,12.9375
20.0,11.1875,18.15625,21.1875,28.96875,20.5,15.875,14.125
19.75,10.65625,18.5,21.90625,28.03125,21.21875,16.21875,13.71875
19.09375,11.28125,19.59375,21.34375,27.46875,20.90625,15.53125,14.78125
19.53125,10.5625,18.625,21.84375,28.25,22.09375,15.125,13.96875
19.25,10.34375,19.0625,21.5625,28.1875,20.375,16.28125,14.9375
19.9375,10.65625,17.84375,22.25,27.71875,20.65625,16.75,14.1875
18.875,11.53125,18.15625,22.03125,28.9375,21.34375,15.09375,14.03125
19.0625,11.03125,18.8125,21.90625,27.65625,20.78125,16.21875,14.53125
19.8125,10.84375,18.34375,22.5625,27.625,20.65625,16.15625,14.0
19.96875,9.375,19.4375,22.90625,27.8125,20.90625,15.71875,13.875
19.28125,10.71875,19.0625,22.03125,28.15625,20.71875,15.71875,14.3125
19.34375,11.0,18.65625,21.59375,28.15625,21.09375,15.71875,14.4375
19.15625,11.1875,19.34375,20.34375,27.5,22.1875,16.34375,13.9375
18.96875,10.375,18.625,22.8125,28.125,22.34375,14.8125,13.9375
19.75,10.875,18.78125,21.84375,28.40625,19.75,16.40625,14.1875
19.6875,10.125,18.46875,22.15625,28.6875,20.5625,16.15625,14.15625
19.53125,10.5,18.90625,22.875,27.28125,20.25,15.625,15.03125
19.8125,9.96875,18.71875,22.53125,28.3125,20.90625,15.78125,13.96875
19.5,11.21875,17.75,21.375,28.71875,22.0625,15.65625,13.71875
19.65625,10.71875,19.34375,21.90625,27.625,20.53125,15.96875,14.25
20.0,10.5,19.03125,21.5,27.65625,20.6875,16.5,14.125
20.59375,10.8125,18.0625,22.1875,27.375,21.09375,16.28125,13.59375
19.34375,10.4375,18.9375,22.9375,27.875,20.46875,16.34375,13.65625
19.84375,9.46875,18.6875,22.71875,28.21875,21.03125,15.8125,14.21875
20.25,10.1875,19.375,21.15625,27.9375,20.8125,16.625,13.65625
19.71875,11.0625,19.34375,20.34375,28.25,21.4375,15.46875,14.375
19.3125,11.03125,18.4375,21.15625,29.125,20.5625,16.46875,13.90625
18.8125,10.40625,18.625,23.0,28.15625,22.125,14.875,14.0
20.375,10.8125,18.78125,21.1875,27.875,21.5625,15.71875,13.6875
19.75,10.625,18.375,22.40625,28.0,21.15625,16.09375,13.59375
20.0,10.3125,18.65625,21.15625,29.1875,20.8125,15.78125,14.09375
20.28125,10.125,17.71875,21.46875,28.0,21.3125,16.53125,14.5625
19.78125,11.09375,19.71875,20.875,28.5625,20.65625,15.375,13.9375
19.46875,10.6875,17.9375,23.34375,28.25,20.625,15.53125,14.15625
19.125,10.4375,19.78125,21.96875,28.6875,20.46875,14.90625,14.625
19.59375,9.71875,18.375,22.21875,27.65625,21.65625,16.3125,14.46875
19.5,11.71875,18.34375,22.15625,26.59375,21.0,16.09375,14.59375
19.53125,10.78125,17.9375,20.71875,28.15625,22.4375,15.8125,14.625
20.0625,10.65625,19.84375,20.71875,28.25,20.03125,16.15625,14.28125
20.8125,9.875,19.25,20.5,28.25,21.46875,16.40625,13.4375
19.5,10.75,19.84375,20.96875,27.46875,20.71875,15.46875,15.28125
19.4375,11.125,18.78125,21.28125,27.375,20.84375,16.59375,14.5625
19.6875,10.3125,19.53125,21.84375,28.59375,20.15625,16.09375,13.78125
20.40625,11.6875,17.53125,21.4375,27.25,21.40625,15.84375,14.4375
19.46875,10.4375,17.34375,22.3125,28.40625,21.875,16.71875,13.4375
19.90625,11.03125,19.90625,20.1875,27.75,21.6875,15.6875,13.84375
18.875,10.8125,19.1875,22.03125,27.4375,20.9375,15.46875,15.25
18.6875,10.40625,20.28125,21.8125,28.625,20.46875,16.34375,13.375
19.875,11.03125,18.75,21.125,28.46875,20.5,16.09375,14.15625
20.125,11.84375,17.8125,21.6875,27.5,21.375,15.75,13.90625
19.40625,10.28125,19.1875,22.0625,27.625,20.96875,16.3125,14.15625
19.75,9.78125,18.875,20.875,28.34375,21.21875,15.5625,15.59375
19.78125,12.0,18.5,21.9375,28.46875,21.25,14.96875,13.09375
19.875,11.125,17.75,21.71875,28.0,20.78125,16.0,14.75
19.40625,10.59375,18.84375,22.53125,27.96875,20.5,16.21875,13.9375
19.5,10.75,18.78125,22.25,27.90625,21.0625,15.8125,13.9375
19.28125,10.5625,19.625,21.625,27.65625,20.96875,15.625,14.65625
19.34375,10.875,18.8125,21.0,27.4375,20.9375,16.5625,15.03125
19.1875,10.34375,20.0,21.1875,27.53125,20.59375,17.1875,13.96875
20.03125,10.625,19.15625,21.71875,28.78125,20.34375,15.28125,14.0625
19.78125,11.71875,17.75,21.46875,28.25,20.65625,16.3125,14.0625
19.71875,10.9375,19.0625,21.78125,27.40625,21.0,15.375,14.71875
19.5,10.84375,18.40625,20.75,28.84375,20.875,16.1875,14.59375
19.6875,11.0,18.03125,21.875,28.34375,21.625,15.78125,13.65625
19.96875,10.125,18.03125,21.8125,28.75,20.625,15.5,15.1875
19.6875,10.71875,18.53125,21.96875,27.4375,20.78125,16.96875,13.90625
19.15625,10.46875,18.5625,21.75,28.28125,21.28125,15.65625,14.84375
20.25,10.65625,17.6875,22.40625,27.75,21.0625,15.75,14.4375
